3.554305243	195.754	203.412	60.628041	107.026496	0	28.099016	0	0	0	0	0	0
3.243961773	226.476	219.848	73.734337	124.301393	0	28.439946	0	0	0	0	0	0
1.539892521	159.705	142.544	66.701154	70.827184	0	22.17646	0	0	0	0	0	0
1.203128434	106.657	90.616	36.12225	44.204353	0	26.33059	0	0	0	0	0	0
1.909405963	134.142	120.724	44.232556	54.420268	0	35.489	0	0	0	0	0	0
1.953119645	146.243	138.648	53.770393	60.55955	0	31.91349	0	0	0	0	0	0
5.60511024	174.25	168.644	61.912859	72.218055	0	40.119448	0	0	0	0	0	0
1.469264524	59.2526	41.724	8.248529	51.00406	0	0	0	0	0	0	0	0
1.233626976	78.0595	58.796	17.640881	60.4186	0	0	0	0	0	0	0	0
1.498921875	96.3215	76.392	27.587155	68.73436	0	0	0	0	0	0	0	0
1.608233142	114.267	94.12	38.59951	75.667293	0	0	0	0	0	0	0	0
2.22022876	150.44	130.04	59.652662	90.787459	0	0	0	0	0	0	0	0
2.351674958	168.121	147.58	69.786117	98.334693	0	0	0	0	0	0	0	0
1.892592783	132.285	112.168	49.194701	83.090329	0	0	0	0	0	0	0	0
2.715521684	186.972	166.232	81.083332	105.888807	0	0	0	0	0	0	0	0
2.053353884	62.546	44.484	16.57105	45.97491	0	0	0	0	0	0	0	0
2.168129507	98.6025	79.896	37.600116	61.002422	0	0	0	0	0	0	0	0
2.513297306	116.998	97.62	48.087372	68.910268	0	0	0	0	0	0	0	0
2.963245329	171.557	151.736	80.122608	91.433975	0	0	0	0	0	0	0	0
2.147403582	81.082	62.028	25.956585	55.12544	0	0	0	0	0	0	0	0
2.0088364	98.36	79.964	37.466405	60.8936	0	0	0	0	0	0	0	0
2.228868917	114.593	97.092	45.840626	68.751897	0	0	0	0	0	0	0	0
2.63193046	115.331	97.996	48.901618	66.429105	0	0	0	0	0	0	0	0
1.681234708	132.494	120.108	59.85254	72.641783	0	0	0	0	0	0	0	0
2.423485923	135.212	115.46	58.804512	76.407369	0	0	0	0	0	0	0	0
2.528961092	153.355	133.684	68.922091	84.433201	0	0	0	0	0	0	0	0
2.554803992	153.718	133.104	68.687393	85.030924	0	0	0	0	0	0	0	0
2.648759024	130.828	116.384	59.519119	71.309186	0	0	0	0	0	0	0	0
2.308670156	132.667	115.772	57.232735	75.434502	0	0	0	0	0	0	0	0
2.978646401	189.827	169.656	90.694968	99.132517	0	0	0	0	0	0	0	0
2.534803992	153.718	133.104	68.687393	85.030924	0	0	0	0	0	0	0	0
2.173808906	113.602	97.444	44.480612	69.121298	0	0	0	0	0	0	0	0
2.16194279	116.922	97.628	47.106382	69.815872	0	0	0	0	0	0	0	0
1.698731947	100.994	85.016	37.531342	63.46265	0	0	0	0	0	0	0	0
2.453001264	110.938	93.808	36.523617	74.414274	0	0	0	0	0	0	0	0
2.313160711	95.0758	75.896	26.768392	68.30746	0	0	0	0	0	0	0	0
2.184519119	126.155	111.692	45.334375	80.82057	0	0	0	0	0	0	0	0
2.579631492	113.48	94.116	35.796373	77.683549	0	0	0	0	0	0	0	0
2.528850599	129.095	113.248	49.158856	79.936209	0	0	0	0	0	0	0	0
2.739467753	122.777	110.428	36.176887	86.600502	0	0	0	0	0	0	0	0
3.162430907	152.819	143.172	43.314864	109.504428	0	0	0	0	0	0	0	0
3.187366325	138.184	125.588	34.693394	103.490575	0	0	0	0	0	0	0	0
3.151539853	152.966	142.836	43.717985	109.248412	0	0	0	0	0	0	0	0
1.894499117	75.6833	56.68	18.097257	33.50077	0	24.08526	0	0	0	0	0	0
1.918824988	110.483	91.968	38.898987	49.367688	0	22.21635	0	0	0	0	0	0
2.873383593	182.75	163.768	80.778249	79.889502	0	22.08245	0	0	0	0	0	0
