58.9832	39.44	28.883691	24.2536	5.845913	0	0	0	0	0
77.5748	57.628	38.881516	32.56024	6.133046	0	0	0	0	0
95.5669	75.44	49.612507	39.873027	6.081372	0	0	0	0	0
128.709	116.3	74.521446	47.81638	6.371469	0	0	0	0	0
113.912	93.064	60.516048	47.418455	5.97734	0	0	0	0	0
132.187	111.3	70.353579	55.849381	5.984428	0	0	0	0	0
149.974	129.252	82.169063	61.860183	5.944436	0	0	0	0	0
168.057	147.416	91.870958	70.154366	6.031328	0	0	0	0	0
186.489	165.004	103.16079	77.35499	5.972879	0	0	0	0	0
89.2434	67.236	51.157722	26.17053	11.915162	0	0	0	0	0
79.371	59.556	33.235863	42.09469	4.040394	0	0	0	0	0
144.782	130.964	75.035335	66.109852	3.636581	0	0	0	0	0
116.628	94.912	55.11071	57.54688	3.970849	0	0	0	0	0
188.528	166.492	97.733049	87.367832	3.426639	0	0	0	0	0
152.523	130.728	75.52732	72.955814	4.039819	0	0	0	0	0
70.3444	51.564	24.030082	39.73178	6.582587	0	0	0	0	0
85.7478	67.528	34.421024	46.61673	4.71	0	0	0	0	0
141.178	135.312	77.198433	60.925225	3.054377	0	0	0	0	0
99.9679	82.948	46.411227	49.48017	4.076502	0	0	0	0	0
110.029	93.704	52.908334	49.39332	7.726961	0	0	0	0	0
137.613	123.464	42.555208	93.464496	1.593599	0	0	0	0	0
96.9899	78.812	43.159371	51.7794	2.051101	0	0	0	0	0
117.463	101.856	55.51194	59.7712	2.179948	0	0	0	0	0
145.141	130.648	70.038749	72.025507	3.077094	0	0	0	0	0
131.602	119.436	66.837259	62.869891	1.894633	0	0	0	0	0
145.131	132.644	70.955388	75.456784	-1.281161	0	0	0	0	0
137.495	135.524	60.89006	67.14389	9.460685	0	0	0	0	0
153.993	143.244	47.883139	106.110281	0	0	0	0	0	0
118.605	103.3	38.484523	75.574442	4.546018	0	0	0	0	0
149.937	138.384	58.324399	82.22221	9.390419	0	0	0	0	0
161.843	152.968	48.755449	108.557117	4.530657	0	0	0	0	0
134.604	120.956	46.735845	82.915825	4.952105	0	0	0	0	0
135.798	121.112	49.647109	81.611704	4.53897	0	0	0	0	0
160.093	152.432	45.431949	109.940171	4.720394	0	0	0	0	0
127.672	113.496	62.117428	59.159995	6.394996	0	0	0	0	0
