195.754	203.412	0	0	0	0	47.1935	59.832996	0	0	0	0	0	0	0	0	0	0	39.597166	0	0	0	0	21.030875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.099016	0	0	0	0	0	0	0
226.476	219.848	0	0	0	0	53.696898	70.604495	0	0	0	0	0	0	0	0	0	0	18.701073	0	4.807273	0	0	20.936174	29.289817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.439946	0	0	0	0	0	0	0
159.705	142.544	0	0	0	0	70.827184	0	0	0	0	0	0	0	0	0	0	0	18.440541	5.391477	0	0	0	0	42.869136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.17646	0	0	0	0	0	0	0
106.657	90.616	0	0	0	0	44.204353	0	0	0	0	0	0	0	0	0	0	0	26.450043	9.672207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.33059	0	0	0	0	0	0	0
134.142	120.724	0	0	0	0	54.420268	0	0	0	0	0	0	0	0	0	0	0	39.133648	0	5.098908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.489	0	0	0	0	0	0	0
146.243	138.648	0	0	0	0	60.55955	0	0	0	0	0	0	0	0	0	0	0	38.835342	0	0	0	0	0	14.935051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.91349	0	0	0	0	0	0	0
174.25	168.644	0	0	0	0	72.218055	0	0	0	0	0	0	0	0	0	0	0	61.912859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.119448	0	0	0	0	0	0	0
59.2526	41.724	0	0	51.00406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.248529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78.0595	58.796	0	0	40.50123	0	19.91737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.172637	13.468244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96.3215	76.392	0	0	40.0913	0	28.64306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.844846	23.742309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114.267	94.12	0	0	39.88777	0	35.779523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.922195	34.677315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150.44	130.04	0	0	39.72715	0	51.060309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.986579	55.666083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168.121	147.58	0	0	39.49527	0	58.839423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.910126	65.875991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132.285	112.168	0	0	39.45075	0	43.639579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.033428	45.161273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186.972	166.232	0	0	39.69969	0	66.189117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.914212	77.16912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62.546	44.484	0	0	0	45.97491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.57105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98.6025	79.896	0	0	0	33.37584	27.626582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.475283	24.124833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116.998	97.62	0	0	0	33.85972	35.050548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.128051	34.959321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171.557	151.736	0	0	0	33.47197	57.962005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.284831	66.837777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81.082	62.028	0	0	0	36.43244	18.693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.395998	13.560587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98.36	79.964	0	0	0	26.35548	34.53812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.894766	28.571639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114.593	97.092	0	0	0	17.908277	50.84362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.046152	40.794474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115.331	97.996	0	0	0	31.46002	34.969085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.680611	35.221007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132.494	120.108	0	0	0	18.524248	54.117535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.428093	55.424447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135.212	115.46	0	0	0	33.65194	42.755429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.314355	45.490157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.355	133.684	0	0	0	33.94209	50.491111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.176596	55.745495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
